pmid,pmcid,title,platform_mentioned,cga_strong,cga_general,cga_example,assembly_strong,assembly_general,assembly_example,annotation_strong,annotation_general,annotation_example,sgf_strong,sgf_general,sgf_example,proteome_cmp_strong,proteome_cmp_general,proteome_cmp_example,variation_strong,variation_general,variation_example,metagenomics_strong,metagenomics_general,metagenomics_example,rnaseq_strong,rnaseq_general,rnaseq_example,phylo_strong,phylo_general,phylo_example,crispr_strong,crispr_general,crispr_example,subsystems_strong,subsystems_general,subsystems_example,specialty_genes_strong,specialty_genes_general,specialty_genes_example,amr_strong,amr_general,amr_example,taxclass_strong,taxclass_general,taxclass_example,docking_strong,docking_general,docking_example,pfs_strong,pfs_general,pfs_example,pathway_strong,pathway_general,pathway_example,p3tools_strong,p3tools_general,p3tools_example,blast_strong,blast_general,blast_example,primer_design_strong,primer_design_general,primer_design_example,genome_alignment_strong,genome_alignment_general,genome_alignment_example,tnseq_strong,tnseq_general,tnseq_example,bact_genome_tree_strong,bact_genome_tree_general,bact_genome_tree_example,viral_genome_tree_strong,viral_genome_tree_general,viral_genome_tree_example,cgmlst_strong,cgmlst_general,cgmlst_example,wg_snp_strong,wg_snp_general,wg_snp_example,msa_snp_strong,msa_snp_general,msa_snp_example,metacats_strong,metacats_general,metacats_example,protein_structure_strong,protein_structure_general,protein_structure_example,protein_stability_strong,protein_stability_general,protein_stability_example,comparative_systems_strong,comparative_systems_general,comparative_systems_example,mobile_element_strong,mobile_element_general,mobile_element_example,expression_import_strong,expression_import_general,expression_import_example,fastq_utils_strong,fastq_utils_general,fastq_utils_example,id_mapper_strong,id_mapper_general,id_mapper_example,sarscov2_genome_strong,sarscov2_genome_general,sarscov2_genome_example,sarscov2_wastewater_strong,sarscov2_wastewater_general,sarscov2_wastewater_example,flu_submission_strong,flu_submission_general,flu_submission_example,flu_ha_subtype_strong,flu_ha_subtype_general,flu_ha_subtype_example,flu_reassortment_strong,flu_reassortment_general,flu_reassortment_example,subspecies_strong,subspecies_general,subspecies_example,viral_assembly_strong,viral_assembly_general,viral_assembly_example,outbreak_tracker_strong,outbreak_tracker_general,outbreak_tracker_example
42126272,PMC13317196,Emerging pathogens in urinary tract infections: virulence and phenotypic characterization of Pseudomonas aeruginosa strains,True,0,0,,0,1,"Genome assembly and annotation Sequencing reads were processed using FastQC, and genome assemblies were generated with Unicycler v0.4.8 on BV-BRC v3.57.10 using an annotated recipe for the P.",2,2,All assemblies were subsequently annotated using the BV-BRC RAST tool kit (RASTtk).,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"the Greek Pseudomonas aeruginosa study group Distribution of serotypes and antibiotic resistance of invasive Pseudomonas aeruginosa in a multi-country collection Complete genome sequence of Pseudomonas aeruginosa PAO1, an opportunistic pathogen Factors that influence the production of exotoxin A Eff",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Bioinformatics analysis Virulence genes were identified by BLASTP against reference proteins from Pseudomonas aeruginosa PAO1 (Table S4).,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"the Greek Pseudomonas aeruginosa study group Distribution of serotypes and antibiotic resistance of invasive Pseudomonas aeruginosa in a multi-country collection Complete genome sequence of Pseudomonas aeruginosa PAO1, an opportunistic pathogen Factors that influence the production of exotoxin A Eff",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42124926,PMC13158455,A Frameshift Mutation in the Methyltransferase rlmN Is Associated with Increased Linezolid Resistance in Mycobacterium tuberculosis,True,0,0,,0,1,"Processing uniformly assembled genomes from AllTheBacteria We used the BioSample accession values from the BV-BRC to query AllTheBacteria, a resource supplying uniformly assembled bacterial genomes.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"Confirmation that no additional rlmN homologs are present in MTB To show that we did not miss any potential rlmN homolog(s) in MTB, we performed a tblastn search with the S.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42118749,PMC13166912,Genomic characterization of Salmonella enterica isolates causing typhoid among Ghanaian patients,True,0,0,,0,0,,0,1,"VFDB 2016: hierarchical and refined dataset for big data analysis--10 years on Introducing the Bacterial and Viral Bioinformatics Resource Center (BV-BRC): a resource combining PATRIC, IRD and ViPR Producing polished prokaryotic pangenomes with the Panaroo pipeline W-IQ-TREE: a fast online phylogene",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"VFDB 2016: hierarchical and refined dataset for big data analysis--10 years on Introducing the Bacterial and Viral Bioinformatics Resource Center (BV-BRC): a resource combining PATRIC, IRD and ViPR Producing polished prokaryotic pangenomes with the Panaroo pipeline W-IQ-TREE: a fast online phylogene",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,The presence of these targeted genes in the study isolates was further validated using BLASTn (2.17.0).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42112451,PMC13149482,"Culture, qPCR, and genome-based surveillance of bla (KPC) , bla (NDM) , and bla (VIM) in school wastewater from Santiago, Chile",True,0,0,,0,1,"Bioinformatic analyses included read trimming in Galaxy, genome assembly using Unicycler implemented through BV-BRC, and genome annotation on the same platform.",0,1,"Bioinformatic analyses included read trimming in Galaxy, genome assembly using Unicycler implemented through BV-BRC, and genome annotation on the same platform.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Bioinformatic analyses included read trimming in Galaxy, genome assembly using Unicycler implemented through BV-BRC, and genome annotation on the same platform.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Supplementary material The Supplementary Material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fmicb.2026.1787083/full#supplementary-material References Performance and suitability of wastewater based-surveillance for SARS-CoV-2 RNA in public schools The Gala
42102272,PMC13166193,"Genomic insights into multidrug-resistant bacteria: Emergence of mcr-1.1 in Escherichia coli, bla(KPC-2) in Klebsiella pneumoniae and Serratia marcescens from clinical settings",True,1,0,"Annotation of the assembled genomes were done by Comprehensive Genome Analysis tool under the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) (https://www.bv-brc.org/, accessed on 20 April 2024) tool.",0,2,"coli harboring blaOXA−1-catB3-arr-3 genes isolated from dairy farm environment in China Colistin resistance in gram-negative bacteria: mechanisms, transmission, and novel intervention strategies Co-transfer of mcr-1 and mcr-3 variant in Escherichia coli ST1632 isolate in China: silence is not always",0,1,"Annotation of the assembled genomes were done by Comprehensive Genome Analysis tool under the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) (https://www.bv-brc.org/, accessed on 20 April 2024) tool.",0,0,,0,0,,0,0,,0,0,,0,0,,1,1,The Codon Tree pipeline builds the tree by using the nucleotide or amino acid sequences from a defined BV-BRC Global Protein Families (PGFams) number.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,The Codon Tree pipeline builds the tree by using the nucleotide or amino acid sequences from a defined BV-BRC Global Protein Families (PGFams) number.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Phylogenetic analysis The phylogenetic trees were created using the Bacterial Genome Tree tool in Phylogenomics services section under the BV-BRC online server (https://www.bv-brc.org/, accessed on 30 April 2024).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"coli harboring blaOXA−1-catB3-arr-3 genes isolated from dairy farm environment in China Colistin resistance in gram-negative bacteria: mechanisms, transmission, and novel intervention strategies Co-transfer of mcr-1 and mcr-3 variant in Escherichia coli ST1632 isolate in China: silence is not always",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42094070,PMC13142616,Antibiotic resistant Achromobacter xylosoxidans are highly susceptible to bacteriophages and often are killed synergistically by phage/antibiotic combinations,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Perspectives on phage-antibiotic synergy in clinical applications of phage therapy CFTR modulator therapy drives microbiome restructuring through improved host physiology in cystic fibrosis: the IMMProveCF phase IV trial Uncovering Differences in Virulence Markers Associated with Achromobacter Speci,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42078525,PMC13132842,Genome characterization and comparative genomics of Limosilactobacillus reuteri HDB isolated from the gut of an Indian infant,True,0,0,,0,1,"Structural and functional annotation of the assembled genome was performed using Prokka (v1.14.6), RAST, and the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) annotation pipeline.",1,1,Genome annotation was performed using the RASTtk pipeline prior to model reconstruction.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Functional annotation and pathway analysis Functional annotation of the L.,0,0,,2,0,"Core- and pan-genome analysis were performed with Roary (v3.13.0) using a 95% BLASTp identity cutoff, classifying genes into core (≥ 95% of strains), soft-core (99-95%), shell (95-15%), and cloud (< 15%) categories.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42067775,PMC13289544,Whole-genome sequencing of MDR K. pneumoniae circulating in Moroccan river ecosystems: a comprehensive genomic analysis of environmental isolates,True,0,0,,0,0,,0,1,"In parallel, draft genomes were functionally annotated using the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) platform to generate consistent gene predictions.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"CheckM: assessing the quality of microbial genomes recovered from isolates, single cells, and metagenomes A genomic surveillance framework and genotyping tool for Klebsiella pneumoniae and its related species complex Mash: fast genome and metagenome distance estimation using MinHash Kaptive Web: Use",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42060840,PMC13187835,evo3D R package: a spatial haplotype framework for structure-informed analysis of molecular evolution,True,0,0,,0,0,,0,1,"References Accurate structure prediction of biomolecular interactions with AlphaFold 3 Monoclonal antibodies directed toward the hepatitis C virus glycoprotein E2 detect antigenic differences modulated by the N-terminal hypervariable region 1 (HVR1), HVR2, and intergenotypic variable region ConSurf:",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"References Accurate structure prediction of biomolecular interactions with AlphaFold 3 Monoclonal antibodies directed toward the hepatitis C virus glycoprotein E2 detect antigenic differences modulated by the N-terminal hypervariable region 1 (HVR1), HVR2, and intergenotypic variable region ConSurf:",0,0,,0,0,,3,0,A representative SwissProt genotype 1b polyprotein (accession O92972) was trimmed to the E1-E2 region and used as the tblastn query (BLAST + v2.13.0).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"References Accurate structure prediction of biomolecular interactions with AlphaFold 3 Monoclonal antibodies directed toward the hepatitis C virus glycoprotein E2 detect antigenic differences modulated by the N-terminal hypervariable region 1 (HVR1), HVR2, and intergenotypic variable region ConSurf:",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42056649,PMC13469435,"Comparative pathogenomics and in silico analysis of energy metabolism in Acinetobacter baumannii ST195 and novel Turkish isolates encoding blaOXA-23, blaOXA-66, and blaOXA-852",True,0,0,,1,2,Low-quality reads were filtered and assembled using the SPAdes assembler within the BV-BRC 3.40.2 genome assembly service.,1,1,BlastKOALA and RASTtk were employed to predict energy metabolism pathways in Turkish A.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,The resulting partial rpoB sequences were compared with validated reference sequences available in GenBank using BLASTn.,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"The BacWGSTdb 2.0 (http://bacdb.cn/BacWGSTdb/) and pubMLST web servers were used for 7-gene multi-locus sequence typing (MLST), core genome MLST, and single-nucleotide polymorphism (SNP) comparisons of the studied genomes (Jolley et al.; Feng et al.).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42046161,PMC13126709,Prospective genomic and epidemiologic surveillance of Klebsiella pneumoniae in a tertiary NICU,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,"Umsetzung des mikrobiologischen Kolonisationsscreenings: Umfrage an 80 neonatologischen Intensivstationen Genome sequencing identifies previously unrecognized klebsiella pneumoniae outbreaks in neonatal intensive care units in the Philippines Comparison of core-genome MLST, coreSNP and PFGE methods ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42029116,PMC13108608,Are the genomes of motile Aeromonas species from the aquatic environment shaped by local geography and host species?,True,0,0,,0,1,"Trimmed reads were uploaded to the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) version 3.35.5, where they were used in hybrid assembly by Unicycler version 0.4.8 with default settings.",0,1,in a dog on immunosuppressive therapy Enhanced virulence of Aeromonas hydrophila is induced by stress and serial passaging in mice A review on aeromoniasis in poultry: a bacterial disease of zoonotic nature First Isolation and Identification of Aeromonas veronii in a Captive Giant Panda (Ailuropoda ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Insertion sequences (ISs) were detected in assembled genomes using ISFinder (http://www-is.biotoul.fr) and blastn, with an E-value threshold set to 1.00E-06.",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,in a dog on immunosuppressive therapy Enhanced virulence of Aeromonas hydrophila is induced by stress and serial passaging in mice A review on aeromoniasis in poultry: a bacterial disease of zoonotic nature First Isolation and Identification of Aeromonas veronii in a Captive Giant Panda (Ailuropoda ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42027264,PMC13101631,From screening to sequencing: Investigating the monoethylene glycol (MEG) biodegradation by Stutzerimonas stutzeri EX72 strain to optimize Oil and Gas industrial produced water treatment,True,0,0,,0,1,Figure was generated using PATRIC on WGS Assembly.,0,2,Fig 5 dummy alt text Genome annotation was performed using PATRIC and a circular representation of the annotated genome is shown in Fig.,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,The resulting alignment was imported into the Gene/Protein Tree tool in PATRIC for phylogenetic tree construction using RAxML as the tree building algorithm with the LG substitution model.,0,0,,0,1,Genome annotation was performed using the PATRIC database available through the BV-BRC server to identify genes of interest and classify them based on functional subsystems.,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"In addition, the Kyoto Encyclopedia of Genes and Genomes (KEGG) database was consulted for pathway analysis, and BLASTN tool was used to identify the closest homologs of genes of interest in EX72.",0,0,,2,0,"Briefly, amino acid sequences of the target enzymes were queried against the PATRIC database using BLASTP.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42026126,PMC13171606,In silico typing maps the natural diversity of Escherichia coli transporter-dependent capsules,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,Evaluation of sequence similarity within the reference gene clusters and comparison with Kaptive Percentage nucleotide and amino acid identity was calculated for each gene and protein within the reference kps clusters BLASTn and BLASTp using default parameters.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Protein structure predictions support K-specific annotations To characterize the catalogue’s functional repertoire, we annotated serotype-specific genes identifying conserved domains (Supplementary Table 3) and glycosyltransferase (GT) families according to the Carbohydrate-Active enZYmes Database (",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42020746,PMC13149331,Heart-nosed bat alphacoronaviruses use human CEACAM6 to enter cells,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42008667,PMC13123831,Efficient replication of influenza D virus in the human airway underscores zoonotic potential,True,0,0,,0,0,,0,1,Aerosol sampling in a hospital emergency room setting: A complementary surveillance method for the detection of respiratory viruses Molecular surveillance of respiratory viruses with bioaerosol sampling in an airport Pathogenesis of influenza D virus in cattle Influenza D virus utilizes both 9-O-ace,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Aerosol sampling in a hospital emergency room setting: A complementary surveillance method for the detection of respiratory viruses Molecular surveillance of respiratory viruses with bioaerosol sampling in an airport Pathogenesis of influenza D virus in cattle Influenza D virus utilizes both 9-O-ace,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42003633,PMC13151666,"Whole-genome sequencing of two chromogenic bacteria, Exiguobacterium spp. and Pseudomonas chlororaphis, isolated from environmental sources in Northern Colorado",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
42003627,PMC13151709,Whole-genome sequences of two novel chitinolytic bacterial strains within the genera Streptomyces and Pseudomonas,True,0,0,,0,1,"nebraskensis Trimmomatic: a flexible trimmer for Illumina sequence data NanoPack2: population-scale evaluation of long-read sequencing data Assembly of long, error-prone reads using repeat graphs Pilon: an integrated tool for comprehensive microbial variant detection and genome assembly improvement ",0,1,"nebraskensis Trimmomatic: a flexible trimmer for Illumina sequence data NanoPack2: population-scale evaluation of long-read sequencing data Assembly of long, error-prone reads using repeat graphs Pilon: an integrated tool for comprehensive microbial variant detection and genome assembly improvement ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
41963398,PMC13201573,Tripleknock: predicting lethal effect of three-gene knockout in bacteria by deep learning,True,0,0,,0,1,"coli BW535, a triple mutant for the DNA repair genes xth, nth, and nfo, chronically induces the SOS response Construction of a triple deletion of penicillin-binding proteins 4, 5, and 6 in Escherichia coli Trigger factor can antagonize both SecB and DnaK/DnaJ chaperone functions in Escherichia coli ",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,The ‘Bacterial Genome Tree’ tool in the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) was used for building the reference phylogenetic tree for cross-species prediction (Supplementary Table 1).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,The ‘Bacterial Genome Tree’ tool in the Bacterial and Viral Bioinformatics Resource Center (BV-BRC) was used for building the reference phylogenetic tree for cross-species prediction (Supplementary Table 1).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
